ID,店舗名,住所,電話番号,現在のURL
"ba3d2b0a-909d-40d8-acfe-94746f4b09e3","極味や 渋谷パルコ店","東京都渋谷区宇田川町15-1 渋谷PARCO B1F","",""
"d35b7e20-1491-46b3-8b1b-2b639215e10c","櫻井 もも Momo Sakurai","東京都内","","https://twitter.com/_sakurai_momo_"
"aefed561-d2fd-405f-a959-e044863d5738","武蔵野アブラ學會 早稲田別館","東京都新宿区喜久井町65","","https://www.aburagaku.com/"
"f3bf788e-bf16-4710-8e8a-09ff93de54c6","江の島海鮮レストラン","神奈川県藤沢市江の島","",""
"04c721cd-3c80-442a-a9e6-3c068214bd6b","河口 夏音 Natsune Kawaguchi","東京都内","","https://twitter.com/kawaguchi_natsu"
"a34cd709-6148-4be4-813d-7daf14798e3f","瀧脇 笙古 Shoko Takiwaki","東京都内","","https://twitter.com/shoko_takiwaki"
"3fd49ed5-7992-40aa-8366-3001af6f42ad","瀧脇 笙古 Shoko Takiwaki","東京都内","","https://twitter.com/shoko_takiwaki"
"847286f3-9381-413a-9df0-1538723f1837","瀧脇 笙古 Shoko Takiwaki","東京都内","","https://twitter.com/shoko_takiwaki"
"be000a2a-28a7-453f-8e9e-dfa731699bd4","瀬戸内バル Collabo (コラボ)","東京都世田谷区太子堂1-6-9 1F","","https://setouchi-collabo.com/"
"bbe8ec56-0482-4dd7-a119-d411460fe4c4","焼き鳥店","東京都内","",""
"04e0e720-b6e9-4150-8918-92cb806c0444","焼肉トラジ 京橋店","東京都内","","https://www.google.com/maps/search/%E7%84%BC%E8%82%89%E3%83%88%E3%83%A9%E3%82%B8%20%E4%BA%AC%E6%A9%8B%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"69183498-393b-4f50-9ac6-502033a893d1","焼肉古今","東京都港区西麻布1-10-7 FT-2の2F","",""
"e3f56129-6f1a-4025-aee6-ef4ef3904bb3","熱海プリン食堂","東京都内","","https://www.google.com/maps/search/%E7%86%B1%E6%B5%B7%E3%83%97%E3%83%AA%E3%83%B3%E9%A3%9F%E5%A0%82%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"35fa739f-6228-4fd3-8632-3c1f4c2ceb5d","牛角 赤坂店","東京都赤坂周辺","","https://www.google.com/maps/search/%E7%89%9B%E8%A7%92%20%E8%B5%A4%E5%9D%82%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B5%A4%E5%9D%82%E5%91%A8%E8%BE%BA"
"524529fa-2096-4182-b99e-9ae8e133562e","現在開催中のスイーツパラダイス×≠MEのコラボカフェ","東京都内","","https://www.google.com/maps/search/%E7%8F%BE%E5%9C%A8%E9%96%8B%E5%82%AC%E4%B8%AD%E3%81%AE%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%C3%97%E2%89%A0ME%E3%81%AE%E3%82%B3%E3%83%A9%E3%83%9C%E3%82%AB%E3%83%95%E3%82%A7%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"5298fbed-de56-4620-be1d-4e12cef22034","盛楼閣","岩手県盛岡市盛岡駅前通15-5 2F","",""
"53343019-f092-497e-99c6-cd361b620d76","相撲茶屋 寺尾","東京都墨田区両国","",""
"19fdc05d-d9f1-43c7-96c4-1717811dc86d","筋肉食堂","東京都中央区銀座","",""
"9ca734d6-6672-4c0e-a421-146d1531cece","築地本願寺カフェ Tsumugi","東京都中央区築地3-15-1 築地本願寺内","","https://cafe-tsumugi.jp/"
"d44827d4-0589-46fe-92f1-0f172f08d847","総本家 更科堀井 麻布十番本店","東京都港区元麻布3-11-4","","https://www.sarashina-horii.com/azabu/"
"a6c211ba-e5de-4e34-bc61-a79f3ef7b617","羽田市場 GINZA SEVEN","東京都中央区銀座7-14-15 杉山ビルB1F","","https://hanedaichiba-kaitensushi.jp/store/ginza-seven/"
"706de7f7-870e-4b49-a0eb-bebd33d56b94","羽田市場 GINZA SEVEN","東京都中央区銀座7-14-15 杉山ビルB1F","","https://hanedaichiba.com/shop/ginza_seven/"
"914f0d24-aa29-47a4-9b3c-ffcfb6ec73b3","胡同 西麻布店","東京都港区西麻布1-15-19","",""
"78c5cbfd-4231-49fd-b7b8-3b19fdb5c606","自家製麺223","東京都新宿区北新宿3-9-10 久米マンション 101","",""
"1805b7b0-5be9-4342-bf87-55beea3e24d2","菅波 美玲 Mirei Suganami","東京都内","","https://twitter.com/suganami_mirei"
"8cd4d48f-f728-4a69-936f-83f174eb15db","菅波 美玲 Mirei Suganami","東京都内","","https://twitter.com/suganami_mirei"
"e5bff626-73c6-4793-8d32-ff02191258c9","菅波 美玲 Mirei Suganami","東京都内","","https://twitter.com/suganami_mirei"
"6ea0ef23-76e1-48fd-a4d0-76bc7e161c26","落合 希来里 Kirari Ochiai","東京都内","","https://twitter.com/ochiai_kirari"
"280debdc-6eac-4122-97a7-33fe0d436641","落合 希来里 Kirari Ochiai","東京都内","","https://twitter.com/ochiai_kirari"
"46b20a78-5305-4157-bbf6-e55d08151624","蓮月（れんげつ）カフェ","〒143-0041 東京都大田区池上2-20-11","",""
"6df6d105-c03a-414f-bc55-2c028c6f5be0","蟹沢 萌子 Moeko Kanisawa","東京都内","","https://twitter.com/kanisawa_moeko"
"464fd5be-f1da-419d-ad8d-271a0163ed17","蟹沢 萌子 Moeko Kanisawa","東京都内","","https://twitter.com/kanisawa_moeko"
"086c8d07-af50-4a23-b826-d820704b0787","諸橋 沙夏 Sana Morohashi","東京都内","","https://twitter.com/morohashi_sana"
"b68e3bfa-9ed4-441c-9a4c-a8b16a88967d","諸橋 沙夏 Sana Morohashi","東京都内","","https://twitter.com/morohashi_sana"
"715fb0eb-f168-4ff3-b870-f31947196291","谷崎 早耶 Saya Tanizaki","東京都内","","https://twitter.com/tanizaki_saya"
"2b8837f9-6afe-4201-90f6-6c7825ad28da","野口 衣織 Iori Noguchi","東京都内","","https://twitter.com/noguchi_iori"
"0ba3cf1d-648d-41a9-ae01-da1c6caada1c","釣船茶屋ざうお 渋谷店","東京都渋谷区神南1-19-3 ハイマンテン神南ビルB1","","https://www.google.com/maps/search/%E9%87%A3%E8%88%B9%E8%8C%B6%E5%B1%8B%E3%81%96%E3%81%86%E3%81%8A%20%E6%B8%8B%E8%B0%B7%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E7%A5%9E%E5%8D%971-19-3%20%E3%83%8F%E3%82%A4%E3%83%9E%E3%83%B3%E3%83%86%E3%83%B3%E7%A5%9E%E5%8D%97%E3%83%93%E3%83%ABB1"
"06453de0-e8e9-411a-a284-a353d1a8ce05","釣船茶屋ざうお新宿店","東京都新宿区西新宿3-2-9 新宿ワシントンホテル 1階","",""
"20878533-47b1-455f-90e4-78fc7cbf5c42","鈴木 瞳美 Hitomi Suzuki","東京都内","","https://twitter.com/suzuki_hitomi_"
"c86aa42a-cb8d-4160-96f8-e6ef14869b4f","鈴木 瞳美 Hitomi Suzuki","東京都内","","https://twitter.com/suzuki_hitomi_"
"e967ee53-afc0-4536-8aaa-cf9281d661dd","鈴木 瞳美 Hitomi Suzuki","東京都内","","https://twitter.com/suzuki_hitomi_"
"411067ce-4381-4608-995c-98b9ce8028b0","鈴木 瞳美 Hitomi Suzuki","東京都内","","https://twitter.com/suzuki_hitomi_"
"1d9630be-103f-493c-bd61-9cb9bab6af22","銀座月と花","東京都中央区銀座4-10-6 G4ビル1階","",""
"60000bf9-0d9d-4e60-8acc-3bda5cb0be0f","銀座風香","東京都中央区築地2-6-8","",""
"92e5a04a-f358-4acf-aa60-07fb4ee86b9f","開店前のお店","東京都内","","https://www.google.com/maps/search/%E9%96%8B%E5%BA%97%E5%89%8D%E3%81%AE%E3%81%8A%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"bbae2f7b-cc36-4609-beaa-04b66544c437","音嶋 莉沙 Risa Otoshima","東京都内","","https://twitter.com/otoshima_risa"
"43f76acd-9077-4ef8-ab1b-253549289990","餃子の王将","全国チェーン店","",""
"ffc1ec1c-a6a8-45e3-8718-aa05463d8df6","高級レストラン","東京都港区銀座","",""
"c941ef82-ca1e-4cc5-9941-2eb1b7444509","髙松瞳Hitomi Takamatsu","東京都内","","https://twitter.com/takamatsuhitomi"
"df1d85e1-fbff-4954-8992-67b17f195749","髙松瞳Hitomi Takamatsu","東京都内","","https://twitter.com/takamatsuhitomi"
"208ee841-1bc2-46a0-8d71-419da0606c1e","齊藤 なぎさ Nagisa Saito","東京都内","","https://twitter.com/saito_nagisa"
"68b53727-ce71-41d4-ac9a-eeea3cd1d83d","齋藤 樹愛羅 Kiara Saito","東京都内","","https://twitter.com/saitou_kiara"
"b39d12c3-a577-40f3-b1ed-ab57dca5f297","齋藤 樹愛羅 Kiara Saito","東京都内","","https://twitter.com/saitou_kiara"
