RestaurantScore,Name,Address,Episodes,Celebrities,HasTabelog,HasPhone,GoogleSearchURL,Recommendation
10,"Napule Pizzeria","東京都港区南青山5-6-24",1,"Snow Man",No,No,"https://www.google.com/search?q=Napule%20Pizzeria%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8D%97%E9%9D%92%E5%B1%B15-6-24",KEEP
10,"NEM COFFEE & ESPRESSO","〒106-0047 東京都港区南麻布4-5-6",1,"二宮和也",Yes,No,"https://www.google.com/search?q=NEM%20COFFEE%20%26%20ESPRESSO%20%E3%80%92106-0047%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8D%97%E9%BA%BB%E5%B8%834-5-6",KEEP
10,"one big family 鉄板マン","東京都墨田区",1,"Travis Japan",Yes,No,"https://www.google.com/search?q=one%20big%20family%20%E9%89%84%E6%9D%BF%E3%83%9E%E3%83%B3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A2%A8%E7%94%B0%E5%8C%BA",KEEP
10,"Paul Bassett 新宿店","東京都新宿区西新宿1-1-3 小田急百貨店新宿店本館12F",1,"よにのちゃんねる",Yes,No,"https://www.google.com/search?q=Paul%20Bassett%20%E6%96%B0%E5%AE%BF%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E8%A5%BF%E6%96%B0%E5%AE%BF1-1-3%20%E5%B0%8F%E7%94%B0%E6%80%A5%E7%99%BE%E8%B2%A8%E5%BA%97%E6%96%B0%E5%AE%BF%E5%BA%97%E6%9C%AC%E9%A4%A812F",KEEP
10,"Sarashina Horii","東京都港区麻布十番1-8-7",1,"Snow Man",No,No,"https://www.google.com/search?q=Sarashina%20Horii%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA1-8-7",KEEP
10,"Sincerity（しんせらてぃ）","東京都府中市新町1-67-1",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=Sincerity%EF%BC%88%E3%81%97%E3%82%93%E3%81%9B%E3%82%89%E3%81%A6%E3%81%83%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%B8%AD%E5%B8%82%E6%96%B0%E7%94%BA1-67-1",KEEP
10,"tam tamu（タムタム）","東京都杉並区松庵3-25-9 北斗参番館1F",1,"松重豊",Yes,No,"https://www.google.com/search?q=tam%20tamu%EF%BC%88%E3%82%BF%E3%83%A0%E3%82%BF%E3%83%A0%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%89%E4%B8%A6%E5%8C%BA%E6%9D%BE%E5%BA%B53-25-9%20%E5%8C%97%E6%96%97%E5%8F%82%E7%95%AA%E9%A4%A81F",KEEP
10,"THI THI（ティティ）","東京都大田区蒲田5-26-6 B1",1,"松重豊",Yes,No,"https://www.google.com/search?q=THI%20THI%EF%BC%88%E3%83%86%E3%82%A3%E3%83%86%E3%82%A3%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%A7%E7%94%B0%E5%8C%BA%E8%92%B2%E7%94%B05-26-6%20B1",KEEP
10,"ushi8.net","東京都内",1,"≠ME",Yes,No,"https://www.google.com/search?q=ushi8.net%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85",KEEP
10,"USHIHACHI 渋谷店 様","東京都渋谷周辺",1,"≠ME",Yes,No,"https://www.google.com/search?q=USHIHACHI%20%E6%B8%8B%E8%B0%B7%E5%BA%97%20%E6%A7%98%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%91%A8%E8%BE%BA",KEEP
10,"Wagaya no Shokudo","東京都渋谷区桜丘町8-23-5",1,"Snow Man",No,No,"https://www.google.com/search?q=Wagaya%20no%20Shokudo%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%A1%9C%E4%B8%98%E7%94%BA8-23-5",KEEP
10,"YO-HO's cafe Lanai","東京都杉並区阿佐ヶ谷南2-20-4 ハウスポート阿佐ヶ谷ビル 1F",1,"松重豊",Yes,No,"https://www.google.com/search?q=YO-HO's%20cafe%20Lanai%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%89%E4%B8%A6%E5%8C%BA%E9%98%BF%E4%BD%90%E3%83%B6%E8%B0%B7%E5%8D%972-20-4%20%E3%83%8F%E3%82%A6%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%88%E9%98%BF%E4%BD%90%E3%83%B6%E8%B0%B7%E3%83%93%E3%83%AB%201F",KEEP
10,"あん梅","東京都港区麻布十番",1,"よにのちゃんねる",No,No,"https://www.google.com/search?q=%E3%81%82%E3%82%93%E6%A2%85%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA",KEEP
10,"いづみ亭","千葉県柏市柏1-2-35",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%81%84%E3%81%A5%E3%81%BF%E4%BA%AD%20%E5%8D%83%E8%91%89%E7%9C%8C%E6%9F%8F%E5%B8%82%E6%9F%8F1-2-35",KEEP
10,"イテウォン韓国料理店","韓国 ソウル特別市 龍山区 梨泰院洞",1,"松重豊",No,No,"https://www.google.com/search?q=%E3%82%A4%E3%83%86%E3%82%A6%E3%82%A9%E3%83%B3%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86%E5%BA%97%20%E9%9F%93%E5%9B%BD%20%E3%82%BD%E3%82%A6%E3%83%AB%E7%89%B9%E5%88%A5%E5%B8%82%20%E9%BE%8D%E5%B1%B1%E5%8C%BA%20%E6%A2%A8%E6%B3%B0%E9%99%A2%E6%B4%9E",KEEP
10,"いろり家","神奈川県足柄下郡箱根町宮ノ下296",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%84%E3%82%8D%E3%82%8A%E5%AE%B6%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E8%B6%B3%E6%9F%84%E4%B8%8B%E9%83%A1%E7%AE%B1%E6%A0%B9%E7%94%BA%E5%AE%AE%E3%83%8E%E4%B8%8B296",KEEP
10,"うどんや 藤","埼玉県新座市堂ノ後（移転後住所）",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%86%E3%81%A9%E3%82%93%E3%82%84%20%E8%97%A4%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E6%96%B0%E5%BA%A7%E5%B8%82%E5%A0%82%E3%83%8E%E5%BE%8C%EF%BC%88%E7%A7%BB%E8%BB%A2%E5%BE%8C%E4%BD%8F%E6%89%80%EF%BC%89",KEEP
10,"えんむすび","群馬県高崎市本町33",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%81%88%E3%82%93%E3%82%80%E3%81%99%E3%81%B3%20%E7%BE%A4%E9%A6%AC%E7%9C%8C%E9%AB%98%E5%B4%8E%E5%B8%82%E6%9C%AC%E7%94%BA33",KEEP
10,"お袋の味 みたか","東京都三鷹市下連雀3-35-1",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%8A%E8%A2%8B%E3%81%AE%E5%91%B3%20%E3%81%BF%E3%81%9F%E3%81%8B%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%89%E9%B7%B9%E5%B8%82%E4%B8%8B%E9%80%A3%E9%9B%803-35-1",KEEP
10,"かおたんラーメンえんとつ屋 南青山店","東京都港区南青山3-8-2 サンブリッジ青山1F",1,"よにのちゃんねる",Yes,No,"https://www.google.com/search?q=%E3%81%8B%E3%81%8A%E3%81%9F%E3%82%93%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E3%81%88%E3%82%93%E3%81%A8%E3%81%A4%E5%B1%8B%20%E5%8D%97%E9%9D%92%E5%B1%B1%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8D%97%E9%9D%92%E5%B1%B13-8-2%20%E3%82%B5%E3%83%B3%E3%83%96%E3%83%AA%E3%83%83%E3%82%B8%E9%9D%92%E5%B1%B11F",KEEP
10,"カトリカ","東京都墨田区東向島5-29-6",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%AB%E3%83%88%E3%83%AA%E3%82%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A2%A8%E7%94%B0%E5%8C%BA%E6%9D%B1%E5%90%91%E5%B3%B65-29-6",KEEP
10,"カヤシマ","東京都武蔵野市吉祥寺本町1-10-9",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%82%AB%E3%83%A4%E3%82%B7%E3%83%9E%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%AD%A6%E8%94%B5%E9%87%8E%E5%B8%82%E5%90%89%E7%A5%A5%E5%AF%BA%E6%9C%AC%E7%94%BA1-10-9",KEEP
10,"キセキ食堂 上尾店","埼玉県上尾市本町3-11-13",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%AD%E3%82%BB%E3%82%AD%E9%A3%9F%E5%A0%82%20%E4%B8%8A%E5%B0%BE%E5%BA%97%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E4%B8%8A%E5%B0%BE%E5%B8%82%E6%9C%AC%E7%94%BA3-11-13",KEEP
10,"キセキ食堂 上尾店","埼玉県上尾市本町3-11-13",0,"",Yes,Yes,"https://www.google.com/search?q=%E3%82%AD%E3%82%BB%E3%82%AD%E9%A3%9F%E5%A0%82%20%E4%B8%8A%E5%B0%BE%E5%BA%97%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E4%B8%8A%E5%B0%BE%E5%B8%82%E6%9C%AC%E7%94%BA3-11-13",KEEP
10,"キッチン・カフェ ばる","神奈川県横浜市中区花咲町1-42-1",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%95%E3%82%A7%20%E3%81%B0%E3%82%8B%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E4%B8%AD%E5%8C%BA%E8%8A%B1%E5%92%B2%E7%94%BA1-42-1",KEEP
10,"キッチンオニオン","埼玉県川口市幸町2-2-16 クレールマルシェ川口 1階",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%8B%E3%82%AA%E3%83%B3%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E5%B7%9D%E5%8F%A3%E5%B8%82%E5%B9%B8%E7%94%BA2-2-16%20%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%AB%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7%E5%B7%9D%E5%8F%A3%201%E9%9A%8E",KEEP
10,"キッチンオリジン 赤坂店","東京都港区赤坂５丁目５−７",1,"よにのちゃんねる",No,No,"https://www.google.com/search?q=%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%B3%20%E8%B5%A4%E5%9D%82%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E8%B5%A4%E5%9D%82%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%95%E2%88%92%EF%BC%97",KEEP
10,"キッチンぴーなっつ","東京都荒川区西尾久6-18-1",1,"Snow Man",Yes,No,"https://www.google.com/search?q=%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%81%B4%E3%83%BC%E3%81%AA%E3%81%A3%E3%81%A4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%8D%92%E5%B7%9D%E5%8C%BA%E8%A5%BF%E5%B0%BE%E4%B9%856-18-1",KEEP
10,"きっちん大浪","東京都武蔵野市吉祥寺南町2-13-13 原ビル102",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%81%8D%E3%81%A3%E3%81%A1%E3%82%93%E5%A4%A7%E6%B5%AA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%AD%A6%E8%94%B5%E9%87%8E%E5%B8%82%E5%90%89%E7%A5%A5%E5%AF%BA%E5%8D%97%E7%94%BA2-13-13%20%E5%8E%9F%E3%83%93%E3%83%AB102",KEEP
10,"ギリシャ料理 タベルナ ミリュウ","東京都港区麻布十番2-8-7",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%AE%E3%83%AA%E3%82%B7%E3%83%A3%E6%96%99%E7%90%86%20%E3%82%BF%E3%83%99%E3%83%AB%E3%83%8A%20%E3%83%9F%E3%83%AA%E3%83%A5%E3%82%A6%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA2-8-7",KEEP
10,"くら寿司 大阪・関西万博店","大阪府大阪市此花区夢洲2丁目1-1 大阪・関西万博会場内",1,"亀梨和也",Yes,No,"https://www.google.com/search?q=%E3%81%8F%E3%82%89%E5%AF%BF%E5%8F%B8%20%E5%A4%A7%E9%98%AA%E3%83%BB%E9%96%A2%E8%A5%BF%E4%B8%87%E5%8D%9A%E5%BA%97%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E6%AD%A4%E8%8A%B1%E5%8C%BA%E5%A4%A2%E6%B4%B22%E4%B8%81%E7%9B%AE1-1%20%E5%A4%A7%E9%98%AA%E3%83%BB%E9%96%A2%E8%A5%BF%E4%B8%87%E5%8D%9A%E4%BC%9A%E5%A0%B4%E5%86%85",KEEP
10,"ごっつおらーめん鳥取店","鳥取県鳥取市末広温泉町159-4",1,"亀梨和也",Yes,No,"https://www.google.com/search?q=%E3%81%94%E3%81%A3%E3%81%A4%E3%81%8A%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E9%B3%A5%E5%8F%96%E5%BA%97%20%E9%B3%A5%E5%8F%96%E7%9C%8C%E9%B3%A5%E5%8F%96%E5%B8%82%E6%9C%AB%E5%BA%83%E6%B8%A9%E6%B3%89%E7%94%BA159-4",KEEP
10,"さいき","東京都渋谷区恵比寿西1-7-12",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%95%E3%81%84%E3%81%8D%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%81%B5%E6%AF%94%E5%AF%BF%E8%A5%BF1-7-12",KEEP
10,"サウナセンター稲荷町","東京都台東区東上野6-2-8",1,"松重豊",No,Yes,"https://www.google.com/search?q=%E3%82%B5%E3%82%A6%E3%83%8A%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E7%A8%B2%E8%8D%B7%E7%94%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%9D%B1%E4%B8%8A%E9%87%8E6-2-8",KEEP
10,"サンリオカフェ","東京都内",1,"≠ME",Yes,No,"https://www.google.com/search?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%95%E3%82%A7%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85",KEEP
10,"サンリオカフェ池袋店","東京都池袋周辺",1,"≠ME",Yes,No,"https://www.google.com/search?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%95%E3%82%A7%E6%B1%A0%E8%A2%8B%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B1%A0%E8%A2%8B%E5%91%A8%E8%BE%BA",KEEP
10,"サンリオピューロランド","東京都多摩市落合1-31",1,"=LOVE",No,No,"https://www.google.com/search?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%83%94%E3%83%A5%E3%83%BC%E3%83%AD%E3%83%A9%E3%83%B3%E3%83%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31",KEEP
10,"サンリオピューロランド","東京都多摩市落合1-31",1,"=LOVE",No,No,"https://www.google.com/search?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%83%94%E3%83%A5%E3%83%BC%E3%83%AD%E3%83%A9%E3%83%B3%E3%83%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31",KEEP
10,"サンリオピューロランド","東京都多摩市落合1-31",1,"=LOVE",No,No,"https://www.google.com/search?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%83%94%E3%83%A5%E3%83%BC%E3%83%AD%E3%83%A9%E3%83%B3%E3%83%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31",KEEP
10,"しゃぶ辰 西巣鴨店","東京都豊島区西巣鴨4-13-15",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%97%E3%82%83%E3%81%B6%E8%BE%B0%20%E8%A5%BF%E5%B7%A3%E9%B4%A8%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA%E8%A5%BF%E5%B7%A3%E9%B4%A84-13-15",KEEP
10,"じゃんがら ラーメン","東京都渋谷区神宮前4-30-3 東急プラザ表参道原宿 B1F",1,"亀梨和也",Yes,No,"https://www.google.com/search?q=%E3%81%98%E3%82%83%E3%82%93%E3%81%8C%E3%82%89%20%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E7%A5%9E%E5%AE%AE%E5%89%8D4-30-3%20%E6%9D%B1%E6%80%A5%E3%83%97%E3%83%A9%E3%82%B6%E8%A1%A8%E5%8F%82%E9%81%93%E5%8E%9F%E5%AE%BF%20B1F",KEEP
10,"シリンゴル","東京都文京区千石4-11-9",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%B7%E3%83%AA%E3%83%B3%E3%82%B4%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA%E5%8D%83%E7%9F%B34-11-9",KEEP
10,"ジンギスカン どぅー","神奈川県川崎市中原区小杉町3-430 伊藤ビル1F",1,"松重豊",Yes,Yes,"https://www.google.com/search?q=%E3%82%B8%E3%83%B3%E3%82%AE%E3%82%B9%E3%82%AB%E3%83%B3%20%E3%81%A9%E3%81%85%E3%83%BC%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E4%B8%AD%E5%8E%9F%E5%8C%BA%E5%B0%8F%E6%9D%89%E7%94%BA3-430%20%E4%BC%8A%E8%97%A4%E3%83%93%E3%83%AB1F",KEEP
10,"スイーツパラダイス","東京都内各店舗",1,"≠ME",Yes,No,"https://www.google.com/search?q=%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85%E5%90%84%E5%BA%97%E8%88%97",KEEP
10,"スイーツパラダイス","東京都内各店舗",1,"≠ME",No,No,"https://www.google.com/search?q=%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85%E5%90%84%E5%BA%97%E8%88%97",KEEP
10,"スイーツパラダイス上野マルイ店","東京都上野周辺",1,"≠ME",No,No,"https://www.google.com/search?q=%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%8A%E9%87%8E%E5%91%A8%E8%BE%BA",KEEP
10,"すし 台所家 三軒茶屋店","東京都世田谷区太子堂4-22-12",1,"松重豊",Yes,No,"https://www.google.com/search?q=%E3%81%99%E3%81%97%20%E5%8F%B0%E6%89%80%E5%AE%B6%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%96%E7%94%B0%E8%B0%B7%E5%8C%BA%E5%A4%AA%E5%AD%90%E5%A0%824-22-12",KEEP
10,"スターバックス コーヒー 渋谷スカイ店","東京都渋谷区渋谷2-24-12 渋谷スカイ14階",1,"よにのちゃんねる",Yes,No,"https://www.google.com/search?q=%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%90%E3%83%83%E3%82%AF%E3%82%B9%20%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%20%E6%B8%8B%E8%B0%B7%E3%82%B9%E3%82%AB%E3%82%A4%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%B8%8B%E8%B0%B72-24-12%20%E6%B8%8B%E8%B0%B7%E3%82%B9%E3%82%AB%E3%82%A414%E9%9A%8E",KEEP
10,"ステーキハウス リベラ 五反田店（本店）","東京都品川区東五反田3-6-18",1,"Travis Japan",Yes,No,"https://www.google.com/search?q=%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%83%8F%E3%82%A6%E3%82%B9%20%E3%83%AA%E3%83%99%E3%83%A9%20%E4%BA%94%E5%8F%8D%E7%94%B0%E5%BA%97%EF%BC%88%E6%9C%AC%E5%BA%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA%E6%9D%B1%E4%BA%94%E5%8F%8D%E7%94%B03-6-18",KEEP
10,"ステーキハウス リベラ 目黒店","東京都目黒区下目黒6-17-20",1,"Travis Japan",Yes,No,"https://www.google.com/search?q=%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%83%8F%E3%82%A6%E3%82%B9%20%E3%83%AA%E3%83%99%E3%83%A9%20%E7%9B%AE%E9%BB%92%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%9B%AE%E9%BB%92%E5%8C%BA%E4%B8%8B%E7%9B%AE%E9%BB%926-17-20",KEEP
